"publish_date","headline_text","year","month","day"
20081003,"aussies flayed in indian tune up",2008,10,3
20100125,"khmer rouge killer seeks pardon",2010,1,25
20040809,"community bank board hopes for november opening",2004,8,9
20160401,"chinese buyer celebrates sale completion vdl dairy company",2016,4,1
20180420,"man killed in gas cylinder explosion in warner brisbane",2018,4,20
20081023,"ferryman negligent in fatal smash",2008,10,23
20160505,"african australian youth conference accelerating potential",2016,5,5
20100430,"warner hits 51 in island warm up",2010,4,30
20190110,"whats behind the non selection of matthew wade",2019,1,10
20101129,"mps to vote on bill to split telstra",2010,11,29
20131204,"brown on verge of sack",2013,12,4
20050724,"48000 through gates at darwin show",2005,7,24
20060110,"nominations open for gladstone council by election",2006,1,10
20100407,"tipperary station manager",2010,4,7
20110623,"obama announces afghan withdrawals",2011,6,23
20080714,"fitzroy crossing death suspicious police",2008,7,14
20050922,"good samaritan hands in 10000",2005,9,22
20180622,"residents abandoning australia at record levels abs figures show",2018,6,22
20150515,"new multi million dollar water projects for yass goulburn",2015,5,15
20160112,"el chapo guzman arrest captured on video",2016,1,12
20041020,"ecstasy tablet discovery raises perth police fears",2004,10,20
20070510,"financial package to help fund fair png election",2007,5,10
20120922,"french 'spiderman' climbs building in china",2012,9,22
20080813,"wages increase bigger than expected",2008,8,13
20151023,"truck vs cyclist tragedy waiting to happen in mid west",2015,10,23
20141111,"city of stirling will leave whale to rot next time unless gover",2014,11,11
20090407,"coonamble keeps health service manager",2009,4,7
20070402,"chestnut colt reaches record price",2007,4,2
20140901,"nrn gold",2014,9,1
20110929,"white whale calf spotted off north qld",2011,9,29
20110629,"mine workers picket bma",2011,6,29
20030622,"indonesian offensive kills 4 gam rebels",2003,6,22
20131024,"mathias cormann news24 interview",2013,10,24
20180108,"ashes england captain joe root hospitalised with gastro",2018,1,8
20120427,"strike zone",2012,4,27
20070416,"old cars rev up to raise funds for sids research",2007,4,16
20130117,"insurance council heading to fire zone",2013,1,17
20060721,"police investigate student sex claims",2006,7,21
20201007,"warning for heavy rainfall flash flooding northern victoria",2020,10,7
20090522,"st vinnies struggling after power price hike",2009,5,22
20080222,"mayoral candidate apologises over gang rape joke",2008,2,22
20050910,"cnn in legal bid to block new orleans censorship",2005,9,10
20090114,"men claim evidence of panther like cat in qld bush",2009,1,14
20030604,"act supreme court gives fireworks thumbs up",2003,6,4
20140904,"grandstand thursday september 4",2014,9,4
20160515,"australias dami im wows crowd at eurovision",2016,5,15
20160919,"kathy jackson faces court over 70 theft; deception charges",2016,9,19
20171127,"noel pearson says turnbull government burned bridges",2017,11,27
20150806,"more than just a game august 6",2015,8,6
20030310,"massive vic bushfire contained",2003,3,10
20080612,"pedestrian killed on stuart highway",2008,6,12
20080610,"housing affordability dives for sydney families",2008,6,10
20121215,"connecticut governor urges solidarity in wake of",2012,12,15
20110407,"public tip offs helping drug labs crackdown",2011,4,7
20140313,"jackie jarvis wins rural womens award",2014,3,13
20031223,"search for quake survivors ends in california",2003,12,23
20060424,"soldiers body en route to australia",2006,4,24
20171205,"call for more police powers after clashes over milo yiannopoulos",2017,12,5
20160818,"sa police missed opportunity to remove gun liam humbles",2016,8,18
20191001,"native title holders darling river baaka commission water",2019,10,1
20160318,"a league weekly wrap with branko culina",2016,3,18
20201221,"uk strain of covid 19 is distinct from avalon",2020,12,21
20100329,"forestry workers plead not guilty to assaulting",2010,3,29
20060705,"lawyers agree childers hostel fire not operators",2006,7,5
20131112,"canberra urged to hold nerve in face of public service cuts",2013,11,12
20050301,"dick smith arrives for baxter visit",2005,3,1
20060210,"man injured after falling into trench",2006,2,10
20161206,"drive is on to up the number of women sports",2016,12,6
20070617,"nz envoy expelled for fijis sovereignty",2007,6,17
20040129,"tas cherries go for top dollar in us",2004,1,29
20041005,"boy killed in latest mid east violence medics",2004,10,5
20090816,"rudd to call turnbulls bluff on ets",2009,8,16
20140701,"alice springs group want caged aggs banned",2014,7,1
20070105,"lifeline to offer financial counselling for",2007,1,5
20160822,"football will always be wild racism is out of bounds",2016,8,22
20100827,"baby boomers ready to go",2010,8,27
20050320,"kyushu earthquake injures 155",2005,3,20
20140214,"overnight rain",2014,2,14
20070528,"police make discovery in search for missing",2007,5,28
20091127,"minerals council echoes ets fears",2009,11,27
20080507,"brazilian indians shot in land dispute",2008,5,7
20100512,"the battle for australias biggest electorate",2010,5,12
20210723,"four corners 1960s",2021,7,23
20140824,"macau unofficial referendum",2014,8,24
20030726,"us slaps sanctions on north korea over missile sale",2003,7,26
20180109,"north south korea nuclear war talks weve been here before",2018,1,9
20041019,"australians injured in cairo crash",2004,10,19
20111018,"funds to help save indigenous language",2011,10,18
20080620,"former mp appointed to brisbane airport board",2008,6,20
20130819,"wild budgerigar flocks spotted near bithramere",2013,8,19
20090202,"beef 2009 accommodation filling up",2009,2,2
20071002,"gold coast man linked to melbourne drug raids",2007,10,2
20040408,"hummingbirds sticky beak bends",2004,4,8
20110121,"myrtle rust never sleeps",2011,1,21
20141124,"wa government hires media man to help sell budget mid year revi",2014,11,24
20090407,"police academy land for sale",2009,4,7
20130730,"fbi sting rescues 105 sexually abused youths and arrests pimps",2013,7,30
20090807,"audit questions mla staff payments",2009,8,7
20100205,"tasmanias sub tropical summer crop trials",2010,2,5
20130325,"albanese takes over as minister for the regions",2013,3,25
20090926,"fine weather attracts thousands to perth royal show",2009,9,26
20070625,"ferre fashion show goes ahead without designer",2007,6,25
20070116,"police puzzled by tourists disappearance",2007,1,16
20180129,"queensland prison escape residents worried about security",2018,1,29
20050617,"death sparks new urgency to address abandoned mine",2005,6,17
20201122,"indigenous elder wants indigenous culture in national cirriculum",2020,11,22
20191008,"roberta williams kidnapping charges dropped",2019,10,8
20031223,"deadline runs out for sept 11 fund",2003,12,23
20160630,"remote port of wyndham faces uncertain future",2016,6,30
20170921,"mp frances bedford remains coy about party future",2017,9,21
20040223,"good things predicted for hunter coal mining",2004,2,23
20060421,"tests fail to identify body in suitcase",2006,4,21
20030711,"arl rejects calls to rewrite origin record books",2003,7,11
20051012,"cyclists spoke well of bendigo",2005,10,12
20160802,"bankstown lidcombe hospital engineer stood down oxygen mix up",2016,8,2
20071210,"seebhom wakes from induced coma",2007,12,10
20120519,"queen diamond jubilee guest list lunch",2012,5,19
20130120,"gun threat fuels neighbourhoods racial tensions",2013,1,20
20141007,"karlovic stuns cilic at shanghai masters",2014,10,7
20140123,"council to use winter break to consider pool",2014,1,23
20070121,"rain offers respite to vic crews",2007,1,21
20150226,"uk taser use on the rise",2015,2,26
20060708,"dow drops after 3ms profit warning jobs data",2006,7,8
20030815,"chambers knocking on the door in paris",2003,8,15
20120716,"helen caldicott to visit roxby downs",2012,7,16
20201207,"accused murderer calls father from perth watch",2020,12,7
20210707,"two olympic village workers test positive for covid",2021,7,7
20130607,"sponsorship urged for rattler",2013,6,7
20150413,"hillary clinton takes road trip to iowa in presidential campaign",2015,4,13
20160127,"what lessons can we take from 5 years of failed",2016,1,27
20030825,"market pulls back from 12 month high",2003,8,25
20161013,"fiji warriors get the better of samoa a in south",2016,10,13
20200606,"sydney protesters announce protest can proceed",2020,6,6
20140119,"interview david warner",2014,1,19
20090626,"controversial development at bundanoon could be",2009,6,26
20210114,"asx rise wall street optimism impeachment donald trump",2021,1,14
20170126,"cute animal tweet off between us zoos aquariums",2017,1,26
20080426,"tasmanian minister to visit japan and hong kong",2008,4,26
20121102,"rape case",2012,11,2
20130801,"qld talks stalled on federal school plan",2013,8,1
20130201,"court approves pomborneit fire settlement",2013,2,1
20030318,"tampa crisis people smugglers lose appeal",2003,3,18
20140221,"nick rose food grants",2014,2,21
20080514,"green group wants snowy cloud seeding trial stopped",2008,5,14
20191107,"ben boyd national park light to light controversy",2019,11,7
20210316,"recorder test 2",2021,3,16
20050117,"cleary set to miss rest of season",2005,1,17
20070109,"women find hidden camera in cairns change room",2007,1,9
20131018,"broome port states case for future buru oil",2013,10,18
20040714,"police search for grave vandals",2004,7,14
20160701,"mactiernan backs opposition to kwinana buffer extension",2016,7,1
20120807,"tas govt defends power costs",2012,8,7
20121024,"cowdery drugs",2012,10,24
20090523,"apache cat makes history with 2nd doomben 10000",2009,5,23
20100222,"judge reserves decision in haneef appeal",2010,2,22
20090309,"libs seek answers on proposed wind farm",2009,3,9
20170616,"officers inspect buses at strathfield south",2017,6,16
20110815,"arkaroola vote",2011,8,15
20130906,"election northern cattle industry",2013,9,6
20210215,"australian open another seed falls as elina svitolina beaten",2021,2,15
20081112,"firefighters dispute continues to burn",2008,11,12
20150220,"the clearing new outdoor education space at national arboretum",2015,2,20
20210328,"how to raise confident girls who trust their instincts",2021,3,28
20130617,"chinese travel agents get taste of limestone coast",2013,6,17
20120313,"hotels inflated john hill festival",2012,3,13
20060130,"ir challenge unbelievable quinn says",2006,1,30
20090727,"familiar faces returning to lost",2009,7,27
20111206,"pederick on grains",2011,12,6
20141031,"broken hill cbd renewal hoped to attract sponsorship grant f",2014,10,31
20110308,"moran jury given more time to reach verdict",2011,3,8
20090902,"non govt schools vow sa funding fight",2009,9,2
20160906,"rodrigo duterte regrets son of a whore comments at barack obama",2016,9,6
20040903,"kingsley confirmed for port",2004,9,3
20040921,"bush kerry agree on election debates",2004,9,21
20100209,"wake up calls to engage tas students",2010,2,9
20070719,"howard says costello still preferred successor",2007,7,19
20110708,"the party line",2011,7,8
20140403,"corrimal coke",2014,4,3
20141215,"rio olympics and paralympics mascots named girl from ipanema",2014,12,15
20080108,"signal faults causing regional train delays",2008,1,8
20190828,"selling vaping to teenagers at epidemic levels",2019,8,28
20071029,"climate change moves into election focus",2007,10,29
20051107,"cruise liner attacked by pirates now anchored in",2005,11,7
20050516,"fears plan to move public servants could affect",2005,5,16
20060220,"witness to sas death killed in accident inquiry",2006,2,20
20110309,"surrealist superstars bound for brisbane",2011,3,9
20080625,"weed control costs farmers 1b yearly",2008,6,25
20071219,"aces coach criticises move to axe rugby",2007,12,19
20050926,"man to face court over axe attack",2005,9,26
